Unnamed: 0,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,meal_time,calcium_magnesium_ratio,vitamin_c_e_ratio,saturated_unsaturated_fatty_acids_ratio,total_essential_amino_acids,total_carbohydrates,antioxidant_capacity,energy_density
4417,"Kale, without salt, drained, boiled, cooked, scotch",100,28,4,1,0.0,4.5,0.0,0.0013,0.0,0.792,0.048,0.039,0.04,4.985,0.01,0.0,0.0,0.0,0.0,0,0.0,0.139,0.528,0.0,0.0,0.0,0.0,13.2,0.156,0.193,5.7,0.417,3.8,27.4,9e-06,0.024,190,95,105,169,25,215,91,40,0,113,132,113,18,97,112,80,85,23,67,104,563,12,0,0,0,0,0,0,0,41,53,30,196,0.0,0,87,0.0,0.0,9120,Breakfast,2.31578947368421,0.0,0,685,575,5.513009,0
4418,"Waterchestnuts, solids and liquids, canned, chinese",100,50,1,0,0.0,0.8,0.185,0.0006,0.0,0.36,0.221,0.024,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.159,0.013,0.0,0.05,0.05,2e-06,0.4,0.1,0.087,0.5,0.161,1.9,11.8,7e-06,0.038,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,25,246,0,0,0,0,0,0,6,16,1,26,0.0,0,34,0.0,0.0,8642,Breakfast,0.8,0.25999999999999995,0,0,1501,0.063007,0
4419,"Candies, SKITTLES Sours Original, MARS SNACKFOOD US",100,401,4,38,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9102,0,7316,0,0,0,0,0,0,400,3765,0,0,0.0,0,97,0.0,0.0,383,Supper,0.0,0.0,0,0,16418,0.611,4
4420,"Cereals ready-to-eat, FIBER 7 Flakes, HEALTH VALLEY",100,353,14,3,0.0,20.0,0.36,0.0141,0.0122,7.055,0.733,0.6,0.529,0.8825,0.0106,0.0,0.0,0.0,0.0,0,0.000212,0.705,0.042,0.0,0.099,0.099,2.2e-05,7.1,0.478,0.254,14.4,3.229,32.7,48.0,0.00019,0.289,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815,141,2000,0,0,0,0,0,0,141,261,244,610,0.0,0,300,0.0,0.0,300,Supper,0.4930555555555555,0.42424242424242425,0,0,9956,1.02369,3
4421,"Restaurant, chili with meat and beans, family style",100,157,98,4,0.045,38.1,0.323,0.0022,0.0,3.557,0.405,0.207,0.037,3.59,0.0149,0.0,0.0577,0.02,0.0367,0,0.000126,0.321,0.011,0.0,0.115,0.115,3.1e-05,3.4,0.086,0.146,1.8,0.084,10.4,32.0,0.000131,0.223,1256,793,772,1195,123,2070,834,371,240,556,927,844,278,474,855,371,402,144,340,639,457,14,227,98,0,107,0,0,22,979,4023,4662,625,4.5,0,176,0.0,0.0,7131,Lunch,1.8888888888888888,0.09565217391304347,0,4264,698,3.7161310000000003,1
4422,"McDONALD'S, McCHICKEN Sandwich (without mayonnaise)",100,240,85,16,0.022,55.5,0.0,0.0072,0.0,4.371,0.0,0.216,0.234,0.1375,0.0,0.0,0.0,0.0,0.0,0,1.7e-05,0.0,0.009,0.0,0.0,0.0,0.0,9.6,0.073,0.178,2.0,0.294,15.0,18.4,0.0,0.075,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,14,416,0,0,0,0,0,0,846,1636,3405,2881,2.2,0,208,0.0,0.0,4743,Lunch,4.8,0.0,0,0,3525,0.14650000000000002,2
4423,"Cake, prepared from recipe, biscuit-type, shortcake",100,346,14,38,0.003,50.6,0.0,0.0053,0.0043,2.573,0.248,0.272,0.311,0.18,0.0018,0.0,0.0,0.0,0.0,0,7e-06,0.03,0.002,0.0,0.0,0.0,0.0,20.5,0.076,0.254,1.6,0.33,14.3,10.6,0.00017,0.048,610,197,240,292,115,1897,201,140,0,238,449,197,115,302,681,307,184,76,203,273,4850,0,0,0,0,0,0,0,0,1420,3772,6045,3632,0.3,0,280,0.0,0.0,2840,Supper,12.8125,0.0,0,1834,4850,0.18217,3
4424,"Babyfood, strained, applesauce and pineapple, fruit",100,37,1,0,0.0,0.2,0.0,0.0002,0.0,0.078,0.101,0.026,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.039,0.281,0.0,0.06,0.06,0.0,0.4,0.035,0.01,0.3,0.0,0.6,7.8,3e-06,0.002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,15,0,0,0,0,0,0,0,10,10,9,32,0.0,0,20,0.0,0.0,8950,Breakfast,1.3333333333333335,4.683333333333334,0,0,1025,0.341003,0
4425,"Restaurant, chicken parmesan without pasta, Italian",100,204,11,26,0.054,53.6,0.0,0.0019,0.0,6.013,1.052,0.193,0.08,0.7675,0.0045,0.0,0.0113,0.0,0.0086,0,4e-05,0.205,0.0,0.0,0.174,0.174,0.0,10.6,0.071,0.068,2.6,0.149,22.7,29.3,0.000247,0.095,1617,785,930,1364,199,2833,615,503,35,717,1317,1334,406,1058,1308,698,657,203,526,806,1092,9,279,82,5,106,35,51,0,1064,2550,4870,1951,5.4,0,239,0.0,0.0,5988,Lunch,4.076923076923077,0.0,0,6498,1380,0.941747,2
4426,"Soybeans, with salt, drained, boiled, cooked, green",100,141,64,7,0.0,25.0,0.0,0.0111,0.0,1.25,0.128,0.155,0.26,0.39,0.0008,0.0,0.0,0.0,0.0,0,0.0,0.06,0.17,0.0,0.0,0.0,0.0,14.5,0.117,0.25,6.0,0.502,15.8,53.9,1.4e-05,0.091,1235,555,994,1439,113,2320,514,332,0,543,883,739,150,559,579,688,492,150,443,549,1105,42,0,0,0,0,0,0,0,640,740,1209,3011,0.0,0,160,0.0,0.0,6860,Lunch,2.4166666666666665,0.0,0,4065,1147,0.560014,1
4427,"Veal, roasted, cooked, separable lean and fat, loin",100,217,12,53,0.103,9.3,0.997,0.0015,0.0,8.86,1.2,0.28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000124,0.34,0.0,0.0,0.044,0.044,5.5e-05,1.9,0.11,0.087,2.5,0.029,21.2,32.5,0.00011,0.303,2480,1475,1459,2139,280,3923,1275,900,0,1221,1974,2044,579,1001,1035,930,1083,251,791,1371,0,0,0,0,0,0,0,0,0,1232,5260,4780,810,10.3,0,138,0.0,0.0,6073,Lunch,0.76,0.0,0,9524,0,0.044109999999999996,2
4428,"Veal, braised, cooked, separable lean and fat, loin",100,284,17,67,0.118,8.0,1.138,0.0014,0.0,9.03,0.79,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000121,0.26,0.0,0.0,0.04,0.04,7e-05,2.8,0.091,0.109,2.4,0.034,22.0,28.0,0.000132,0.363,3019,1795,1775,2604,341,4775,1551,1096,0,1487,2403,2487,704,1218,1260,1131,1319,306,962,1668,0,0,0,0,0,0,0,0,0,1721,6730,6730,1160,11.8,0,111,0.0,0.0,5202,Supper,1.1666666666666667,0.0,0,11592,0,0.040132,2
4429,"KEEBLER, Chocolate Malt Chunk Cookies, CHIPS DELUXE",100,537,30,14,0.009,34.2,0.0,0.0058,0.0,2.2,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.4,0.0,6.1,9.4,0.0,0.05,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6180,17,3160,0,0,0,0,0,0,3040,13800,5900,8200,0.9,0,0,0.0,0.0,270,Supper,0.0,0.0,0,0,9357,0.0,5
4430,"KEEBLER, Dark Chocolate Chunk Cookies, CHIPS DELUXE",100,518,28,11,0.007,43.7,0.0,0.0065,0.0,2.0,0.0,0.17,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.28,3.3,0.0,4.7,17.3,0.0,0.05,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,26,3120,0,0,0,0,0,0,2750,11000,6900,8100,0.7,0,0,0.0,0.0,280,Supper,0.0,0.0,0,0,9546,0.0,5
4431,"Wheat flour, bleached, enriched, all-purpose, white",100,364,1,2,0.0,0.2,0.104,0.0183,0.0154,5.904,0.438,0.494,0.785,0.0,0.0,0.0,0.0,0.0,0.0018,0,0.0,0.044,0.0,0.0,0.006,0.006,3e-06,1.5,0.144,0.464,2.2,0.682,10.8,10.7,0.000339,0.07,1033,332,417,435,219,3479,371,230,0,357,710,228,183,520,1198,516,281,127,312,415,7631,27,27,0,0,0,0,0,0,98,155,87,413,0.0,0,47,0.0,0.0,1192,Supper,0.6818181818181818,0.0,0,2821,7685,0.006339,3
4432,"Cereals ready-to-eat, RICE CRUNCHINS, GENERAL MILLS",100,381,24,0,0.0,23.8,0.0,0.0286,0.0,14.286,0.0,1.214,1.071,8.9275,0.0,0.0,0.0,0.0,0.0,0,0.000429,1.429,0.429,0.715,0.0,0.0,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095,48,952,0,0,0,0,0,0,238,0,0,0,0.0,0,0,0.0,0.0,0,Supper,0.0,0.0,0,0,9095,9.3565,3
4433,"Beverages, unsweetened, decaffeinated, instant, tea",100,315,0,0,0.0,7.2,1.183,0.0103,0.0,10.8,4.53,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.356,0.0,0.0,0.0,0.0,0.0,11.8,0.55,0.226,27.2,133.0,23.9,604.0,5.3e-05,0.169,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,85,553,0,0,0,0,0,0,0,0,0,0,0.0,0,1604,16.9,1.1,509,Supper,0.4338235294117647,0.0,0,0,6504,5.3e-05,3
4434,"Beverages, no caffeine, lemon-lime soda, carbonated",100,41,0,0,0.0,1.0,0.004,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.002,0.1,0.0,0.0,0.1,0.0,0.001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,1038,587,0,432,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,8949,Breakfast,2.0,0.0,0,0,2080,0.0,0
4435,"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",100,333,16,67,0.037,96.7,0.0,0.0,0.0,4.55,0.0,0.23,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0,7.1e-05,0.11,0.028,0.0,0.0,0.0,0.0,19.6,0.116,0.278,2.5,0.431,24.4,22.2,0.00023,0.163,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,21,279,87,12,53,40,87,0,1617,6674,5305,3132,3.7,0,348,0.0,0.0,3357,Supper,7.840000000000001,0.0,0,0,3566,0.02823,3
4436,"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",100,122,39,11,0.009,27.0,0.162,0.003,0.0,1.597,0.28,0.15,0.09,0.68,0.0014,0.001,0.0156,0.0004,0.0112,0,2.1e-05,0.121,0.008,0.0,0.068,0.068,3.3e-05,1.5,0.088,0.089,1.5,0.187,5.8,18.7,9.5e-05,0.07,587,284,268,427,85,1440,220,134,0,183,354,231,98,244,452,220,183,49,141,208,1571,15,196,97,0,99,0,0,0,392,1100,1731,494,0.9,0,118,0.0,0.0,7332,Lunch,1.0,0.11764705882352941,0,1550,1782,0.756095,1
4437,"Lamb, cooked, seam fat, fresh, imported, Australian",100,554,55,29,0.11,5.3,0.0,0.0,0.0,3.61,0.47,0.2,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.8,0.055,0.139,1.2,0.004,11.2,16.4,6.2e-05,0.18,1381,786,823,1133,141,1843,729,361,0,575,986,1053,334,513,585,491,564,143,431,618,155,0,0,0,0,0,0,0,0,5472,28619,21229,3324,11.0,0,67,0.0,0.0,2925,Supper,0.6666666666666667,0.0,1,4786,155,6.2e-05,5
4438,"Babyfood, GERBER GRADUATE FRUIT SPLASHERS, beverage",100,31,0,0,0.0,1.1,0.014,0.0001,0.0,0.06,0.22,0.013,0.007,0.01,0.0,0.0,0.0002,0.0,0.0034,0,0.0,0.022,0.353,0.0,0.0,0.0,2e-06,7.1,0.014,0.0,0.3,0.087,0.3,2.2,1e-06,0.071,0,13,7,3,0,17,2,1,0,1,2,2,0,2,2,2,2,0,0,2,740,0,612,0,0,0,0,0,0,0,0,2,15,0.0,0,15,0.0,0.0,9250,Breakfast,23.666666666666668,0.0,0,11,1352,0.36300099999999996,0
4439,"Cereals ready-to-eat, Honey Nut O's, CASCADIAN FARM",100,371,33,6,0.0,57.2,0.0,0.0,0.0,1.29,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.24,5.3,0.0,20.0,25.0,0.0,0.1,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8309,85,2479,0,0,0,0,0,0,329,600,1300,1000,0.0,0,270,0.0,0.0,250,Supper,1.2641509433962266,0.0,0,0,10873,0.0,3
4440,"Pears, without added sugar, stewed, sulfured, dried",100,127,3,0,0.0,0.3,0.112,0.0,0.0,0.351,0.074,0.02,0.004,0.105,0.0002,0.0001,0.0023,0.0003,0.0024,0,0.0,0.035,0.04,0.0,0.003,0.003,9.9e-05,1.6,0.18,0.102,1.6,0.159,2.8,25.8,1e-06,0.019,91,30,16,178,9,65,26,10,0,26,46,32,11,24,25,32,23,0,8,32,3381,64,2741,0,0,0,0,0,0,31,17,64,72,0.0,0,54,0.0,0.0,6444,Lunch,1.0,13.333333333333334,0,194,6186,0.148001,1
4441,"Lentils, without salt, stir-fried, cooked, sprouted",100,101,5,1,0.0,1.0,0.0,0.0067,0.0,1.2,0.571,0.09,0.22,0.1025,0.0002,0.0,0.0,0.0,0.0,0,0.0,0.164,0.126,0.0,0.0,0.0,0.0,1.4,0.337,0.31,3.5,0.502,15.3,28.4,6e-06,0.16,880,349,600,1407,328,1235,313,252,0,320,617,698,103,434,349,486,322,0,248,391,2125,0,0,0,0,0,0,0,0,45,53,95,201,0.0,0,80,0.0,0.0,6870,Breakfast,0.39999999999999997,0.0,0,2885,2125,0.228506,1
4442,"Cereals ready-to-eat, Honey Nut CHEX, GENERAL MILLS",100,375,2,5,0.0,60.0,0.113,0.0313,0.0294,15.6,0.0,1.29,1.2,3.9075,0.0432,0.0044,0.0067,0.0,0.1039,0,0.000469,1.56,0.188,0.3125,0.021,0.021,1e-06,31.3,0.13,1.41,2.5,0.278,6.3,21.9,0.000105,1.169,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8667,39,2810,0,0,0,0,0,0,200,500,500,1000,0.0,0,320,0.0,0.0,220,Supper,12.52,8.952380952380953,0,0,11516,4.116605,3
4443,"CAMPBELL'S Red and White, condensed, Vegetable Soup",100,79,4,4,0.004,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9525,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.057,0.0,0.0,0.0,57.9,0.0,0.0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,24,556,0,0,0,0,0,0,40,397,0,0,0.4,0,106,0.0,0.0,7870,Breakfast,0.0,0.0,0,0,2247,5.9525,0
4444,"Snacks, unsalted, buckwheat, brown rice, rice cakes",100,380,35,6,0.0,0.4,0.0,0.0021,0.0,8.096,1.16,0.103,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,1.1,0.38,0.114,15.1,6.18,38.0,29.9,0.000164,0.25,900,517,677,800,137,1568,603,218,0,358,638,414,152,399,376,467,340,125,233,489,8010,0,0,0,0,0,0,0,0,350,640,1110,1110,0.0,0,160,0.0,0.0,590,Supper,0.07284768211920531,0.0,0,2915,8010,0.000164,3
4445,"McDONALD'S, Premium Crispy Chicken Classic Sandwich",100,228,87,14,0.026,43.0,0.0,0.0045,0.0,5.542,1.026,0.171,0.199,0.825,0.0018,0.0,0.0,0.0,0.0,0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,3.4,0.087,0.142,2.7,0.43,16.1,22.7,0.0,0.066,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,14,537,0,0,0,0,0,0,868,1409,3179,3708,2.6,0,180,0.0,0.0,5198,Lunch,1.259259259259259,0.0,0,0,3097,0.85,2
4446,"Lamb, raw, Intermuscular fat, imported, New Zealand",100,640,69,31,0.075,3.4,0.0,0.0,0.0,1.13,0.149,0.034,0.094,0.3825,0.0046,0.0,0.0,0.0,0.0,0,4.5e-05,0.052,0.0,0.025,0.084,0.084,0.0,0.5,0.023,0.072,0.6,0.002,6.1,11.9,2.3e-05,0.087,463,230,312,0,61,647,198,98,0,207,358,404,151,182,148,158,221,51,160,236,126,0,0,0,0,0,0,0,0,6853,30741,19183,2359,7.5,0,22,0.0,0.0,2536,Supper,0.8333333333333334,0.0,1,1810,126,0.466523,6
4447,"Beverages, low calorie, Gatorade G2, PEPSICO QUAKER",100,8,0,0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000338,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.7,1.3,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,130,8,0,0,0,0,131,1,0,0,0,0.0,0,7,0.0,0.0,9794,Breakfast,0.0,0.0,0,0,324,0.0,0
4448,"Caribou, cooked (Alaska Native), meat, hind quarter",100,159,48,19,0.107,4.5,1.204,0.0004,0.0,5.89,1.487,0.814,0.291,0.78,0.0094,0.0,0.0,0.0,0.0,0,0.000647,0.373,0.0,0.0,0.088,0.088,1.8e-05,0.5,0.325,0.48,2.4,0.043,21.5,24.5,0.000165,0.43,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1880,1495,725,10.7,0,105,0.0,0.0,6547,Lunch,0.20833333333333334,0.0,0,0,0,0.868165,1
4449,"Snacks, traditional flavor, CHEX MIX, GENERAL MILLS",100,428,10,16,0.004,69.6,0.065,0.0119,0.0023,5.037,0.421,0.316,0.356,0.0075,0.0,0.0,0.0002,0.0,0.009,0,1.3e-05,0.192,0.001,0.0,0.098,0.098,0.000147,5.0,0.167,0.44,5.1,1.163,17.0,20.9,7e-05,0.167,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,58,735,79,0,49,0,45,562,1000,1601,4459,3751,0.4,0,251,0.0,0.0,298,Supper,0.9803921568627452,0.01020408163265306,0,0,8362,0.10657000000000001,4
4450,"Cabbage, without salt, drained, boiled, cooked, red",100,29,1,0,0.0,2.8,0.214,0.0024,0.0,0.382,0.154,0.06,0.071,0.0825,0.0002,0.0,0.002,0.0,0.002,0,0.0,0.225,0.344,0.0,0.012,0.012,0.000476,4.2,0.054,0.066,1.7,0.223,3.3,26.2,2.3e-05,0.025,151,50,88,144,13,346,36,26,0,36,49,51,14,38,56,62,41,13,23,50,694,26,332,120,0,142,0,0,71,9,11,7,43,0.0,0,62,0.0,0.0,9084,Breakfast,2.4705882352941178,28.666666666666664,0,292,1052,0.438523,0
4451,"Beverages, canned, pineapple and orange juice drink",100,50,0,0,0.0,0.3,0.005,0.0009,0.0,0.207,0.057,0.019,0.03,0.0475,0.0001,0.0,0.0004,0.0015,0.0012,0,0.0,0.047,0.225,0.0,0.003,0.003,1e-06,0.5,0.041,0.027,0.6,0.361,0.4,4.6,1e-06,0.006,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,1,1159,0,0,0,0,0,0,0,0,0,0,0.0,0,10,0.0,0.0,8690,Breakfast,0.8333333333333334,75.0,0,0,2340,0.275501,0
4452,"Pie, no-bake type, prepared from mix, coconut cream",100,276,18,89,0.023,32.9,0.0,0.0015,0.0011,0.132,0.257,0.104,0.028,1.0125,0.0095,0.0,0.0,0.0,0.0,0,2.1e-05,0.045,0.006,0.0,0.0,0.0,0.0,7.2,0.08,0.04,1.7,0.19,16.9,14.1,5e-05,0.038,280,97,119,184,41,690,76,67,0,137,236,159,59,130,268,143,110,37,108,154,2850,5,0,0,0,0,0,0,0,1760,8934,6554,1217,2.3,0,130,0.0,0.0,4970,Supper,4.235294117647059,0.0,1,1022,2855,1.01855,2
4453,"KFC, Skin and Breading, EXTRA CRISPY, Fried Chicken",100,464,37,75,0.059,82.8,0.0,0.0,0.0,3.423,0.812,0.072,0.015,0.29,0.0035,0.0,0.0,0.0,0.0,0,3.6e-05,0.127,0.0,0.0,0.0,0.0,0.0,4.1,1.011,0.067,1.8,0.308,14.9,17.0,0.000119,0.061,1096,624,620,744,127,2562,921,261,257,322,668,475,159,419,879,427,362,84,335,399,2254,15,0,0,0,0,0,0,0,3661,7541,11816,14238,5.9,0,292,0.0,0.0,2698,Supper,2.2777777777777777,0.0,0,2888,2269,0.29011899999999996,4
4454,"Cabbage, with salt, drained, boiled, cooked, common",100,23,1,0,0.0,25.5,0.203,0.003,0.0,0.248,0.174,0.038,0.061,0.2,0.0004,0.0,0.0048,0.0,0.0027,0,0.0,0.112,0.375,0.0,0.014,0.014,0.001087,4.8,0.017,0.017,1.5,0.205,3.3,19.6,6e-06,0.02,127,42,74,121,11,292,30,22,0,30,41,43,12,32,48,52,35,11,19,42,551,19,279,116,0,162,0,0,0,6,0,19,23,0.0,0,59,0.0,0.0,9257,Breakfast,3.1999999999999997,26.785714285714285,0,246,849,0.5890059999999999,0
4455,"Okra, without salt, drained, boiled, cooked, frozen",100,29,2,1,0.0,0.3,0.111,0.01,0.0,0.616,0.209,0.096,0.073,0.7625,0.0015,0.0,0.0183,0.0,0.042,0,0.0,0.037,0.096,0.0,0.032,0.032,0.000478,7.4,0.076,0.052,4.0,0.844,3.7,18.4,6e-06,0.049,163,59,69,118,15,221,36,25,0,56,86,66,17,53,37,36,53,14,71,74,641,21,287,0,0,0,0,0,0,24,63,40,64,0.0,0,59,0.0,0.0,9112,Breakfast,1.85,3.0,0,419,949,0.8905059999999999,0
4456,"Cereals ready-to-eat, KELLOGG'S PRODUCT 19, KELLOGG",100,374,13,2,0.0,72.7,0.193,0.1333,0.1314,66.7,33.6,5.67,5.0,6.25,0.0748,0.0,0.0004,0.0001,0.0057,0,0.002,6.67,2.0,0.3325,4.5,4.5,3e-06,1.6,0.1,6.0,3.8,1.506,8.7,17.9,0.00012,5.0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8430,28,1250,0,0,0,0,0,0,130,200,400,600,0.0,0,258,0.0,0.0,350,Supper,0.4210526315789474,0.4444444444444444,0,0,9708,12.75012,3
4457,"Turkey, roasted, meat only, from whole bird, breast",100,147,21,6,0.08,9.9,0.844,0.0009,0.0,11.75,0.9,0.205,0.035,0.0275,0.0003,0.0,0.0,0.0,0.0,0,3.9e-05,0.807,0.0,0.025,0.006,0.006,0.0,0.9,0.063,0.071,3.2,0.011,23.0,24.9,0.000302,0.172,3013,1458,1527,2156,254,3657,1151,731,0,773,1869,2225,705,869,1457,1068,979,287,801,862,0,0,0,0,0,0,0,0,0,208,593,626,528,8.0,0,122,0.0,0.0,6788,Lunch,0.28125,0.0,0,8569,0,0.033802,1
4458,"Turkey, raw, meat and skin, drumstick, retail parts",100,141,68,19,0.082,8.6,0.725,0.0006,0.0,4.8,1.054,0.28,0.049,0.215,0.0026,0.0,0.0,0.0,0.0005,0,0.00019,0.339,0.0,0.045,0.018,0.018,0.0,0.9,0.079,0.114,2.1,0.006,15.1,20.8,0.000203,0.292,1996,1096,1138,1566,184,2654,979,523,220,559,1349,1608,506,633,1129,777,709,204,574,629,0,0,0,0,0,0,0,0,0,684,1896,2314,1958,8.2,0,88,0.0,0.0,7337,Lunch,0.42857142857142855,0.0,0,6197,0,0.233203,1
4459,"Puddings, with added oil, regular, dry mix, vanilla",100,369,11,2,0.0,75.4,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.02,0.005,0.5,0.013,0.3,2.0,9e-06,0.009,30,19,12,20,6,52,9,8,0,10,35,6,5,13,24,11,9,1,10,13,9240,0,0,0,0,0,0,0,0,110,200,320,530,0.0,0,200,0.0,0.0,390,Supper,3.0,0.0,0,92,9240,9e-06,3
4460,"CAMPBELL'S Soup on the Go, New England Clam Chowder",100,52,36,1,0.002,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,10,66,0,0,0,0,0,0,361,984,0,0,0.2,0,86,0.0,0.0,9100,Breakfast,0.0,0.0,0,0,502,0.0,0
4461,"KELLOGG'S, Gingerbread Toaster Pastries, POP-TARTS",100,393,11,35,0.0,43.3,0.0,0.008,0.0,4.0,0.0,0.34,0.3,2.5,0.03,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.36,1.2,0.0,8.1,7.7,0.0,0.03,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,14,2860,0,0,0,0,0,0,1050,3500,2200,3800,0.0,0,0,0.0,0.0,1275,Supper,2.0833333333333335,0.0,0,0,9954,2.5,3
4462,"Cereals ready-to-eat, REESE'S PUFFS, GENERAL MILLS",100,413,11,21,0.0,55.5,0.184,0.0345,0.0326,17.2,0.453,1.5,1.3,4.31,0.0495,0.0027,0.0041,0.0,0.0577,0,0.00052,1.724,0.207,0.345,2.364,2.364,1.8e-05,34.5,0.229,1.55,5.5,0.473,20.7,24.4,6.5e-05,1.29,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,47,3530,0,0,0,0,0,0,1110,2100,4700,3700,0.0,0,380,0.3,2.9,260,Supper,6.2727272727272725,0.08756345177664974,0,0,11137,6.8810649999999995,4
